po_id,supplier,order_date,delivery_date,item_category,order_status,quantity,unit_price,negotiated_price,defective_units,compliance,order_year,order_month,year_month,lead_time_days,original_spend,negotiated_spend,savings,savings_rate,defect_rate,is_delivered,is_partially_delivered,is_pending,is_cancelled,is_completed_delivery,is_compliant
PO-00117,Alpha_Inc,2022-05-27,,Packaging,Delivered,1822,53.23,47.49,39.0,Yes,2022,5,2022-05,,96985.06,86526.78,10458.279999999999,0.10783392823595715,0.021405049396267837,1,0,0,0,1,1
PO-00118,Delta_Logistics,2022-09-29,2022-10-13,Packaging,Delivered,387,49.23,45.41,61.0,Yes,2022,9,2022-09,14.0,19052.01,17573.67,1478.3400000000001,0.07759496242128784,0.15762273901808785,1,0,0,0,1,1
PO-00119,Epsilon_Group,2022-05-23,2022-05-27,MRO,Delivered,928,35.3,32.52,26.0,Yes,2022,5,2022-05,4.0,32758.399999999998,30178.56,2579.8399999999965,0.07875354107648715,0.028017241379310345,1,0,0,0,1,1
PO-00120,Alpha_Inc,2022-09-10,2022-09-21,Packaging,Partially Delivered,1126,15.68,14.97,27.0,Yes,2022,9,2022-09,11.0,17655.68,16856.22,799.4599999999991,0.04528061224489791,0.023978685612788632,0,1,0,0,1,1
PO-00121,Beta_Supplies,2023-07-29,2023-08-14,Raw Materials,Cancelled,841,95.73,85.33,81.0,Yes,2023,7,2023-07,16.0,80508.93000000001,71762.53,8746.400000000009,0.10863888018385051,0.09631391200951249,0,0,0,1,0,1
PO-00122,Beta_Supplies,2023-07-06,2023-07-19,Electronics,Delivered,1995,90.65,77.75,206.0,Yes,2023,7,2023-07,13.0,180846.75,155111.25,25735.5,0.14230557087699944,0.10325814536340852,1,0,0,0,1,1
PO-00123,Alpha_Inc,2022-09-27,2022-10-15,Raw Materials,Delivered,266,103.97,101.44,6.0,Yes,2022,9,2022-09,18.0,27656.02,26983.04,672.9799999999996,0.02433394248340866,0.022556390977443608,1,0,0,0,1,1
PO-00124,Alpha_Inc,2023-08-22,2023-08-25,Raw Materials,Cancelled,813,109.17,107.39,14.0,Yes,2023,8,2023-08,3.0,88755.21,87308.07,1447.1399999999994,0.016304845653567823,0.017220172201722016,0,0,0,1,0,1
PO-00125,Epsilon_Group,2023-03-15,2023-03-26,Electronics,Delivered,237,64.19,59.01,7.0,Yes,2023,3,2023-03,11.0,15213.029999999999,13985.369999999999,1227.6599999999999,0.0806979280261723,0.029535864978902954,1,0,0,0,1,1
PO-00126,Alpha_Inc,2023-08-21,2023-09-03,Office Supplies,Cancelled,429,86.73,75.09,9.0,Yes,2023,8,2023-08,13.0,37207.17,32213.61,4993.559999999998,0.1342096160498097,0.02097902097902098,0,0,0,1,0,1
PO-00127,Delta_Logistics,2023-02-13,2023-02-14,Packaging,Delivered,542,101.21,93.11,78.0,No,2023,2,2023-02,1.0,54855.82,50465.62,4390.199999999997,0.08003161742910775,0.14391143911439114,1,0,0,0,1,0
PO-00128,Epsilon_Group,2023-01-06,2023-01-24,Electronics,Delivered,1114,91.66,85.53,35.0,Yes,2023,1,2023-01,18.0,102109.23999999999,95280.42,6828.819999999992,0.0668775910975343,0.03141831238779174,1,0,0,0,1,1
PO-00129,Alpha_Inc,2022-08-13,2022-08-15,MRO,Delivered,1230,33.39,30.85,26.0,Yes,2022,8,2022-08,2.0,41069.7,37945.5,3124.199999999997,0.07607067984426469,0.02113821138211382,1,0,0,0,1,1
PO-00130,Beta_Supplies,2022-05-22,2022-06-03,MRO,Delivered,64,51.56,50.88,5.0,Yes,2022,5,2022-05,12.0,3299.84,3256.32,43.51999999999998,0.01318851823118696,0.078125,1,0,0,0,1,1
PO-00131,Alpha_Inc,2023-06-06,2023-06-22,MRO,Delivered,1886,23.46,23.18,,Yes,2023,6,2023-06,16.0,44245.560000000005,43717.479999999996,528.080000000009,0.01193520886615536,,1,0,0,0,1,1
PO-00132,Delta_Logistics,2023-05-21,2023-05-23,Office Supplies,Delivered,114,103.53,101.54,14.0,Yes,2023,5,2023-05,2.0,11802.42,11575.560000000001,226.85999999999876,0.01922148169612662,0.12280701754385964,1,0,0,0,1,1
PO-00133,Delta_Logistics,2022-04-04,2022-04-22,Electronics,Cancelled,1930,65.52,56.9,282.0,Yes,2022,4,2022-04,18.0,126453.59999999999,109817.0,16636.59999999999,0.1315628815628815,0.1461139896373057,0,0,0,1,0,1
PO-00134,Beta_Supplies,2022-02-18,2022-02-28,Office Supplies,Pending,1912,30.73,29.82,191.0,Yes,2022,2,2022-02,10.0,58755.76,57015.840000000004,1739.9199999999983,0.029612756264236872,0.09989539748953975,0,0,1,0,0,1
PO-00135,Epsilon_Group,2022-04-23,2022-05-09,MRO,Delivered,570,71.51,66.47,,Yes,2022,4,2022-04,16.0,40760.700000000004,37887.9,2872.800000000003,0.07047965319535736,,1,0,0,0,1,1
PO-00136,Beta_Supplies,2022-06-06,2022-06-26,Raw Materials,Delivered,1417,67.27,60.62,,Yes,2022,6,2022-06,20.0,95321.59,85898.54,9423.050000000003,0.09885535900104062,,1,0,0,0,1,1
PO-00137,Alpha_Inc,2023-10-05,2023-10-11,Raw Materials,Delivered,1202,46.67,44.13,21.0,No,2023,10,2023-10,6.0,56097.340000000004,53044.26,3053.0800000000017,0.05442468395114637,0.01747088186356073,1,0,0,0,1,0
PO-00138,Beta_Supplies,2022-06-13,2022-06-14,Office Supplies,Delivered,697,20.73,19.83,78.0,No,2022,6,2022-06,1.0,14448.81,13821.509999999998,627.3000000000011,0.043415340086830755,0.11190817790530846,1,0,0,0,1,0
PO-00139,Epsilon_Group,2023-11-28,2023-12-01,MRO,Delivered,1545,78.19,76.91,42.0,Yes,2023,11,2023-11,3.0,120803.55,118825.95,1977.6000000000058,0.016370379843969864,0.027184466019417475,1,0,0,0,1,1
PO-00140,Gamma_Co,2023-03-09,2023-03-13,MRO,Partially Delivered,1136,60.81,58.25,62.0,Yes,2023,3,2023-03,4.0,69080.16,66172.0,2908.1600000000035,0.04209833908896568,0.05457746478873239,0,1,0,0,1,1
PO-00141,Beta_Supplies,2023-09-03,2023-09-07,MRO,Delivered,1212,87.46,74.55,118.0,No,2023,9,2023-09,4.0,106001.51999999999,90354.59999999999,15646.919999999998,0.14761033615367025,0.09735973597359736,1,0,0,0,1,0
PO-00142,Epsilon_Group,2022-03-07,2022-03-12,MRO,Delivered,1572,57.38,49.32,40.0,Yes,2022,3,2022-03,5.0,90201.36,77531.04,12670.320000000007,0.1404670616939701,0.02544529262086514,1,0,0,0,1,1
PO-00143,Gamma_Co,2023-01-30,2023-02-09,Electronics,Delivered,642,91.9,81.49,26.0,Yes,2023,1,2023-01,10.0,58999.8,52316.579999999994,6683.220000000008,0.11327529923830264,0.040498442367601244,1,0,0,0,1,1
PO-00144,Epsilon_Group,2023-01-26,2023-02-04,Office Supplies,Delivered,441,63.25,54.12,16.0,Yes,2023,1,2023-01,9.0,27893.25,23866.92,4026.3300000000017,0.1443478260869566,0.036281179138321996,1,0,0,0,1,1
PO-00145,Epsilon_Group,2023-09-03,2023-09-19,Office Supplies,Delivered,1748,66.53,57.11,,Yes,2023,9,2023-09,16.0,116294.44,99828.28,16466.160000000003,0.14159026003306782,,1,0,0,0,1,1
PO-00146,Gamma_Co,2023-04-25,,Electronics,Pending,468,95.57,91.8,24.0,Yes,2023,4,2023-04,,44726.759999999995,42962.4,1764.3599999999933,0.039447525374071216,0.05128205128205128,0,0,1,0,0,1
PO-00147,Beta_Supplies,2023-06-26,2023-07-14,Raw Materials,Delivered,338,50.25,46.28,49.0,No,2023,6,2023-06,18.0,16984.5,15642.640000000001,1341.8599999999988,0.07900497512437804,0.14497041420118342,1,0,0,0,1,0
PO-00148,Gamma_Co,2022-09-15,2022-09-22,Office Supplies,Delivered,428,22.94,21.52,26.0,Yes,2022,9,2022-09,7.0,9818.32,9210.56,607.7600000000002,0.06190061028770709,0.06074766355140187,1,0,0,0,1,1
PO-00149,Beta_Supplies,2023-07-21,,Packaging,Delivered,1846,13.72,12.62,216.0,Yes,2023,7,2023-07,,25327.120000000003,23296.519999999997,2030.6000000000058,0.08017492711370285,0.11700975081256772,1,0,0,0,1,1
PO-00150,Epsilon_Group,2022-01-12,2022-01-17,Office Supplies,Delivered,1563,77.96,70.8,41.0,Yes,2022,1,2022-01,5.0,121851.48,110660.4,11191.080000000002,0.09184197024114933,0.026231605886116442,1,0,0,0,1,1
PO-00151,Beta_Supplies,2023-11-28,2023-12-07,Office Supplies,Delivered,280,73.07,69.29,30.0,Yes,2023,11,2023-11,9.0,20459.6,19401.2,1058.3999999999978,0.05173121664157647,0.10714285714285714,1,0,0,0,1,1
PO-00152,Delta_Logistics,2022-04-28,2022-05-12,Raw Materials,Delivered,1067,74.47,64.16,,No,2022,4,2022-04,14.0,79459.49,68458.72,11000.770000000004,0.13844501141399226,,1,0,0,0,1,0
PO-00153,Gamma_Co,2023-11-30,2023-12-17,Electronics,Pending,90,32.38,29.96,7.0,Yes,2023,11,2023-11,17.0,2914.2000000000003,2696.4,217.80000000000018,0.07473749227918473,0.07777777777777778,0,0,1,0,0,1
PO-00154,Gamma_Co,2023-07-04,2023-07-05,Raw Materials,Delivered,1101,24.28,22.73,59.0,No,2023,7,2023-07,1.0,26732.280000000002,25025.73,1706.550000000003,0.06383855024711707,0.053587647593097185,1,0,0,0,1,0
PO-00155,Alpha_Inc,2022-10-01,2022-10-11,Raw Materials,Delivered,184,11.82,10.51,4.0,Yes,2022,10,2022-10,10.0,2174.88,1933.84,241.0400000000002,0.1108291032148901,0.021739130434782608,1,0,0,0,1,1
PO-00156,Epsilon_Group,2023-10-19,2023-11-07,Electronics,Delivered,250,45.92,41.02,3.0,Yes,2023,10,2023-10,19.0,11480.0,10255.0,1225.0,0.10670731707317073,0.012,1,0,0,0,1,1
PO-00157,Epsilon_Group,2022-12-15,,Packaging,Cancelled,1913,66.56,61.34,61.0,Yes,2022,12,2022-12,,127329.28,117343.42000000001,9985.859999999986,0.07842548076923066,0.03188708834291688,0,0,0,1,0,1
PO-00158,Beta_Supplies,2022-04-25,2022-04-30,Electronics,Delivered,829,45.98,40.39,,Yes,2022,4,2022-04,5.0,38117.42,33483.31,4634.110000000001,0.1215745976511527,,1,0,0,0,1,1
PO-00159,Delta_Logistics,2022-10-28,2022-11-13,Raw Materials,Delivered,979,51.59,49.69,148.0,Yes,2022,10,2022-10,16.0,50506.61,48646.509999999995,1860.1000000000058,0.036828842798992165,0.1511746680286006,1,0,0,0,1,1
PO-00160,Epsilon_Group,2023-03-22,2023-04-09,Electronics,Partially Delivered,1106,97.77,90.45,31.0,Yes,2023,3,2023-03,18.0,108133.62,100037.7,8095.919999999998,0.07486959189935562,0.02802893309222423,0,1,0,0,1,1
PO-00161,Delta_Logistics,2022-06-11,2022-06-24,Office Supplies,Pending,1121,42.38,38.34,152.0,Yes,2022,6,2022-06,13.0,47507.98,42979.14000000001,4528.8399999999965,0.09532798489853697,0.13559322033898305,0,0,1,0,0,1
PO-00162,Alpha_Inc,2023-04-10,2023-04-21,Office Supplies,Delivered,552,60.48,56.78,10.0,Yes,2023,4,2023-04,11.0,33384.96,31342.56,2042.3999999999978,0.061177248677248615,0.018115942028985508,1,0,0,0,1,1
PO-00163,Gamma_Co,2022-01-04,2022-01-12,Packaging,Delivered,456,80.53,77.86,26.0,Yes,2022,1,2022-01,8.0,36721.68,35504.159999999996,1217.520000000004,0.03315534583385085,0.05701754385964912,1,0,0,0,1,1
PO-00164,Delta_Logistics,2022-09-27,2022-10-05,Packaging,Delivered,1647,47.52,44.92,,Yes,2022,9,2022-09,8.0,78265.44,73983.24,4282.199999999997,0.05471380471380467,,1,0,0,0,1,1
PO-00165,Epsilon_Group,2023-05-28,2023-06-11,Electronics,Pending,1801,71.27,61.24,43.0,Yes,2023,5,2023-05,14.0,128357.26999999999,110293.24,18064.029999999984,0.1407324259856881,0.02387562465297057,0,0,1,0,0,1
PO-00166,Gamma_Co,2022-07-02,2022-07-18,Electronics,Delivered,854,90.24,85.53,,Yes,2022,7,2022-07,16.0,77064.95999999999,73042.62,4022.3399999999965,0.05219414893617017,,1,0,0,0,1,1
PO-00167,Delta_Logistics,2023-06-04,2023-06-17,Electronics,Delivered,148,103.57,98.62,23.0,No,2023,6,2023-06,13.0,15328.359999999999,14595.76,732.5999999999985,0.047793762672588495,0.1554054054054054,1,0,0,0,1,0
PO-00168,Delta_Logistics,2022-04-19,2022-04-24,MRO,Delivered,733,23.59,22.85,92.0,Yes,2022,4,2022-04,5.0,17291.47,16749.05,542.4200000000019,0.03136922424756263,0.12551159618008187,1,0,0,0,1,1
PO-00169,Beta_Supplies,2023-10-03,2023-10-05,Raw Materials,Delivered,1945,103.2,88.56,,Yes,2023,10,2023-10,2.0,200724.0,172249.2,28474.79999999999,0.141860465116279,,1,0,0,0,1,1
PO-00170,Gamma_Co,2022-11-02,2022-11-21,Raw Materials,Delivered,775,57.0,49.14,48.0,Yes,2022,11,2022-11,19.0,44175.0,38083.5,6091.5,0.13789473684210526,0.06193548387096774,1,0,0,0,1,1
PO-00171,Delta_Logistics,2023-10-17,2023-10-21,Packaging,Delivered,1620,36.73,33.45,235.0,No,2023,10,2023-10,4.0,59502.6,54189.00000000001,5313.599999999991,0.08930029948271154,0.14506172839506173,1,0,0,0,1,0
PO-00172,Beta_Supplies,2023-06-04,2023-06-19,Office Supplies,Delivered,1010,55.68,50.86,,Yes,2023,6,2023-06,15.0,56236.8,51368.6,4868.200000000004,0.08656609195402307,,1,0,0,0,1,1
PO-00173,Epsilon_Group,2023-09-16,2023-10-01,Office Supplies,Delivered,1812,108.02,101.02,51.0,Yes,2023,9,2023-09,15.0,195732.24,183048.24,12684.0,0.06480281429364933,0.028145695364238412,1,0,0,0,1,1
PO-00174,Delta_Logistics,2022-07-23,2022-07-28,Office Supplies,Delivered,662,55.97,50.0,100.0,Yes,2022,7,2022-07,5.0,37052.14,33100.0,3952.1399999999994,0.10666428443809182,0.1510574018126888,1,0,0,0,1,1
PO-00175,Beta_Supplies,2022-06-06,2022-06-11,Office Supplies,Pending,1535,40.58,38.71,165.0,Yes,2022,6,2022-06,5.0,62290.299999999996,59419.85,2870.449999999997,0.04608181370133066,0.10749185667752444,0,0,1,0,0,1
PO-00176,Beta_Supplies,2023-01-18,2023-01-27,Raw Materials,Delivered,692,71.03,67.74,70.0,Yes,2023,1,2023-01,9.0,49152.76,46876.079999999994,2276.6800000000076,0.04631845699000438,0.10115606936416185,1,0,0,0,1,1
PO-00177,Gamma_Co,2022-06-15,2022-06-28,MRO,Delivered,1842,32.4,28.08,96.0,Yes,2022,6,2022-06,13.0,59680.799999999996,51723.35999999999,7957.440000000002,0.1333333333333334,0.05211726384364821,1,0,0,0,1,1
PO-00178,Beta_Supplies,2023-07-07,2023-07-18,Office Supplies,Cancelled,1078,18.34,17.41,102.0,Yes,2023,7,2023-07,11.0,19770.52,18767.98,1002.5400000000009,0.050708833151581284,0.09461966604823747,0,0,0,1,0,1
PO-00179,Delta_Logistics,2023-06-28,2023-07-16,Packaging,Delivered,1291,23.44,22.23,,Yes,2023,6,2023-06,18.0,30261.04,28698.93,1562.1100000000006,0.05162116040955633,,1,0,0,0,1,1
PO-00180,Alpha_Inc,2022-01-01,2022-01-12,Electronics,Delivered,552,21.52,18.79,13.0,Yes,2022,1,2022-01,11.0,11879.039999999999,10372.08,1506.9599999999991,0.1268587360594795,0.02355072463768116,1,0,0,0,1,1
PO-00181,Epsilon_Group,2023-09-06,2023-09-22,Electronics,Delivered,816,26.04,25.61,28.0,Yes,2023,9,2023-09,16.0,21248.64,20897.76,350.880000000001,0.01651305683563753,0.03431372549019608,1,0,0,0,1,1
PO-00182,Delta_Logistics,2022-11-28,2022-11-30,Packaging,Delivered,447,23.62,21.81,50.0,Yes,2022,11,2022-11,2.0,10558.140000000001,9749.07,809.0700000000015,0.0766299745977986,0.11185682326621924,1,0,0,0,1,1
PO-00183,Delta_Logistics,2023-05-16,2023-05-24,Packaging,Partially Delivered,920,73.09,70.14,,Yes,2023,5,2023-05,8.0,67242.8,64528.8,2714.0,0.040361198522369676,,0,1,0,0,1,1
PO-00184,Epsilon_Group,2022-01-20,2022-01-30,Packaging,Partially Delivered,844,26.37,25.08,38.0,Yes,2022,1,2022-01,10.0,22256.280000000002,21167.519999999997,1088.7600000000057,0.048919226393629375,0.045023696682464455,0,1,0,0,1,1
PO-00185,Epsilon_Group,2022-04-25,,MRO,Delivered,442,41.73,36.45,15.0,Yes,2022,4,2022-04,,18444.66,16110.900000000001,2333.7599999999984,0.126527677929547,0.033936651583710405,1,0,0,0,1,1
PO-00186,Beta_Supplies,2023-01-07,2023-01-21,Electronics,Cancelled,256,96.15,83.44,26.0,Yes,2023,1,2023-01,14.0,24614.4,21360.64,3253.760000000002,0.13218928757150294,0.1015625,0,0,0,1,0,1
PO-00187,Delta_Logistics,2022-11-11,,MRO,Partially Delivered,1088,55.29,53.04,161.0,No,2022,11,2022-11,,60155.52,57707.52,2448.0,0.040694519804666304,0.1479779411764706,0,1,0,0,1,0
PO-00188,Beta_Supplies,2022-09-03,2022-09-07,Office Supplies,Delivered,1931,72.88,64.69,187.0,Yes,2022,9,2022-09,4.0,140731.28,124916.39,15814.89,0.11237650933040615,0.09684101501812532,1,0,0,0,1,1
PO-00189,Gamma_Co,2022-03-01,2022-03-11,Electronics,Delivered,1627,25.76,25.09,74.0,Yes,2022,3,2022-03,10.0,41911.520000000004,40821.43,1090.0900000000038,0.026009316770186423,0.04548248309772587,1,0,0,0,1,1
PO-00190,Beta_Supplies,2022-09-04,,Packaging,Delivered,941,28.4,27.21,,No,2022,9,2022-09,,26724.399999999998,25604.61,1119.7899999999972,0.04190140845070413,,1,0,0,0,1,0
PO-00191,Gamma_Co,2023-08-04,2023-08-06,MRO,Delivered,1534,14.98,12.79,,Yes,2023,8,2023-08,2.0,22979.32,19619.859999999997,3359.4600000000028,0.14619492656875846,,1,0,0,0,1,1
PO-00192,Alpha_Inc,2022-03-22,2022-04-03,Raw Materials,Delivered,1764,25.46,24.52,46.0,Yes,2022,3,2022-03,12.0,44911.44,43253.28,1658.1600000000035,0.0369206598586018,0.026077097505668934,1,0,0,0,1,1
PO-00193,Delta_Logistics,2022-03-29,2022-04-06,Electronics,Delivered,1648,35.42,31.46,,No,2022,3,2022-03,8.0,58372.16,51846.08,6526.080000000002,0.11180124223602486,,1,0,0,0,1,0
PO-00194,Gamma_Co,2023-05-13,2023-06-01,Packaging,Delivered,913,28.01,24.06,53.0,Yes,2023,5,2023-05,19.0,25573.13,21966.78,3606.350000000002,0.14102106390574803,0.05805038335158817,1,0,0,0,1,1
PO-00195,Alpha_Inc,2022-03-12,2022-03-18,Packaging,Cancelled,792,18.16,17.25,17.0,Yes,2022,3,2022-03,6.0,14382.72,13662.0,720.7199999999993,0.05011013215859027,0.021464646464646464,0,0,0,1,0,1
PO-00196,Epsilon_Group,2023-06-30,2023-07-03,Office Supplies,Partially Delivered,1314,22.63,21.06,44.0,Yes,2023,6,2023-06,3.0,29735.82,27672.839999999997,2062.980000000003,0.0693769332744146,0.0334855403348554,0,1,0,0,1,1
PO-00197,Beta_Supplies,2022-05-09,2022-05-22,MRO,Delivered,613,52.5,45.19,70.0,Yes,2022,5,2022-05,13.0,32182.5,27701.469999999998,4481.0300000000025,0.13923809523809533,0.11419249592169657,1,0,0,0,1,1
PO-00198,Alpha_Inc,2022-05-12,2022-05-20,Office Supplies,Delivered,1070,29.14,26.63,24.0,Yes,2022,5,2022-05,8.0,31179.8,28494.1,2685.7000000000007,0.0861358956760467,0.022429906542056073,1,0,0,0,1,1
PO-00199,Gamma_Co,2023-11-07,2023-11-26,Raw Materials,Partially Delivered,145,47.49,42.76,6.0,Yes,2023,11,2023-11,19.0,6886.05,6200.2,685.8500000000004,0.09959991577174147,0.041379310344827586,0,1,0,0,1,1
PO-00200,Delta_Logistics,2023-05-02,2023-05-17,Raw Materials,Delivered,1973,59.73,54.95,291.0,Yes,2023,5,2023-05,15.0,117847.29,108416.35,9430.939999999988,0.08002678720910755,0.14749113025848962,1,0,0,0,1,1
PO-00201,Epsilon_Group,2023-07-17,2023-08-01,Office Supplies,Delivered,1807,78.63,73.08,100.0,Yes,2023,7,2023-07,15.0,142084.41,132055.56,10028.850000000006,0.07058374666157959,0.05534034311012728,1,0,0,0,1,1
PO-00202,Epsilon_Group,2022-06-19,2022-06-20,Electronics,Delivered,534,13.88,12.51,100.0,Yes,2022,6,2022-06,1.0,7411.92,6680.34,731.5799999999999,0.09870317002881843,0.18726591760299627,1,0,0,0,1,1
PO-00203,Alpha_Inc,2022-09-29,2022-10-14,Electronics,Delivered,1480,85.22,75.48,100.0,Yes,2022,9,2022-09,15.0,126125.59999999999,111710.40000000001,14415.199999999983,0.11429241961980742,0.06756756756756757,1,0,0,0,1,1
PO-00204,Alpha_Inc,2023-06-25,,Office Supplies,Delivered,280,72.16,62.38,100.0,Yes,2023,6,2023-06,,20204.8,17466.4,2738.399999999998,0.1355321507760531,0.35714285714285715,1,0,0,0,1,1
PO-00205,Beta_Supplies,2023-09-14,2023-09-20,Office Supplies,Cancelled,798,19.09,17.76,100.0,Yes,2023,9,2023-09,6.0,15233.82,14172.480000000001,1061.3399999999983,0.06966998428496585,0.12531328320802004,0,0,0,1,0,1
PO-00206,Epsilon_Group,2023-03-10,2023-03-22,Electronics,Delivered,1728,94.83,90.2,100.0,Yes,2023,3,2023-03,12.0,163866.24,155865.6,8000.639999999985,0.048824211747337254,0.05787037037037037,1,0,0,0,1,1
PO-00207,Epsilon_Group,2022-08-05,,MRO,Delivered,1244,96.13,84.78,43.0,Yes,2022,8,2022-08,,119585.72,105466.32,14119.399999999994,0.11806928118173302,0.03456591639871383,1,0,0,0,1,1
PO-00208,Beta_Supplies,2023-07-07,2023-07-21,Office Supplies,Delivered,590,16.89,15.56,46.0,No,2023,7,2023-07,14.0,9965.1,9180.4,784.7000000000007,0.07874481941977508,0.07796610169491526,1,0,0,0,1,0
PO-00209,Delta_Logistics,2023-12-08,2023-12-23,Packaging,Delivered,1109,38.93,33.33,152.0,Yes,2023,12,2023-12,15.0,43173.37,36962.97,6210.4000000000015,0.14384793218597486,0.13706041478809738,1,0,0,0,1,1
PO-00210,Beta_Supplies,2022-07-25,2022-08-01,MRO,Delivered,574,85.03,82.55,54.0,Yes,2022,7,2022-07,7.0,48807.22,47383.7,1423.520000000004,0.02916617664353766,0.09407665505226481,1,0,0,0,1,1
PO-00211,Gamma_Co,2024-01-01,,Office Supplies,Delivered,1233,86.62,76.59,65.0,Yes,2024,1,2024-01,,106802.46,94435.47,12366.990000000005,0.11579311937196957,0.05271695052716951,1,0,0,0,1,1
PO-00212,Gamma_Co,2022-11-16,2022-11-20,Packaging,Delivered,1912,27.94,25.59,83.0,No,2022,11,2022-11,4.0,53421.28,48928.08,4493.199999999997,0.08410880458124548,0.043410041841004186,1,0,0,0,1,0
PO-00213,Alpha_Inc,2023-02-13,2023-03-04,Packaging,Delivered,1772,30.72,27.76,46.0,No,2023,2,2023-02,19.0,54435.84,49190.72,5245.119999999995,0.09635416666666659,0.025959367945823927,1,0,0,0,1,0
PO-00214,Beta_Supplies,2023-11-19,2023-11-29,Office Supplies,Delivered,1316,48.11,41.9,135.0,Yes,2023,11,2023-11,10.0,63312.76,55140.4,8172.360000000001,0.12907919351486177,0.10258358662613981,1,0,0,0,1,1
PO-00215,Beta_Supplies,2023-10-28,,Office Supplies,Delivered,1159,59.24,58.08,,Yes,2023,10,2023-10,,68659.16,67314.72,1344.4400000000023,0.0195813639432816,,1,0,0,0,1,1
PO-00216,Alpha_Inc,2023-01-18,2023-01-31,Office Supplies,Delivered,1869,69.58,67.5,31.0,Yes,2023,1,2023-01,13.0,130045.02,126157.5,3887.520000000004,0.029893647599885054,0.01658640984483681,1,0,0,0,1,1
PO-00217,Delta_Logistics,2023-03-25,2023-04-13,Packaging,Delivered,627,46.23,42.87,,Yes,2023,3,2023-03,19.0,28986.21,26879.489999999998,2106.720000000001,0.07268007787151205,,1,0,0,0,1,1
PO-00218,Beta_Supplies,2023-06-14,2023-06-16,Raw Materials,Pending,731,56.02,54.78,70.0,No,2023,6,2023-06,2.0,40950.62,40044.18,906.4400000000023,0.022134951802927582,0.09575923392612859,0,0,1,0,0,0
PO-00219,Epsilon_Group,2023-04-08,,Office Supplies,Cancelled,606,83.07,79.22,16.0,Yes,2023,4,2023-04,,50340.42,48007.32,2333.0999999999985,0.046346454797158994,0.026402640264026403,0,0,0,1,0,1
PO-00220,Beta_Supplies,2022-05-04,2022-05-14,Office Supplies,Delivered,1647,13.57,12.33,157.0,Yes,2022,5,2022-05,10.0,22349.79,20307.51,2042.2800000000025,0.0913780397936626,0.09532483302975106,1,0,0,0,1,1
PO-00221,Delta_Logistics,2022-09-11,2022-09-19,MRO,Delivered,1062,34.03,30.46,,Yes,2022,9,2022-09,8.0,36139.86,32348.52,3791.34,0.10490743461651485,,1,0,0,0,1,1
PO-00222,Beta_Supplies,2022-08-19,2022-08-31,Office Supplies,Delivered,695,76.8,69.76,,No,2022,8,2022-08,12.0,53376.0,48483.200000000004,4892.799999999996,0.09166666666666659,,1,0,0,0,1,0
PO-00223,Epsilon_Group,2022-03-07,2022-03-14,MRO,Delivered,845,91.47,86.97,,Yes,2022,3,2022-03,7.0,77292.15,73489.65,3802.5,0.04919645785503444,,1,0,0,0,1,1
PO-00224,Gamma_Co,2022-12-13,2022-12-18,MRO,Delivered,1101,59.13,52.51,54.0,Yes,2022,12,2022-12,5.0,65102.130000000005,57813.509999999995,7288.62000000001,0.11195670556401165,0.04904632152588556,1,0,0,0,1,1
PO-00225,Gamma_Co,2022-01-22,2022-01-24,Raw Materials,Delivered,1693,57.89,49.84,88.0,Yes,2022,1,2022-01,2.0,98007.77,84379.12000000001,13628.649999999994,0.13905683192261178,0.05197873597164796,1,0,0,0,1,1
PO-00226,Delta_Logistics,2023-08-26,2023-09-10,Office Supplies,Cancelled,1629,21.51,19.41,250.0,No,2023,8,2023-08,15.0,35039.79,31618.89,3420.9000000000015,0.09762900976290101,0.1534683855125844,0,0,0,1,0,0
PO-00227,Delta_Logistics,2023-07-22,2023-08-03,Raw Materials,Delivered,1413,54.79,50.42,,Yes,2023,7,2023-07,12.0,77418.27,71243.46,6174.809999999998,0.0797590801241102,,1,0,0,0,1,1
PO-00228,Epsilon_Group,2022-08-24,2022-08-27,Packaging,Delivered,1871,59.96,58.54,47.0,Yes,2022,8,2022-08,3.0,112185.16,109528.34,2656.820000000007,0.02368245496998005,0.02512025654730091,1,0,0,0,1,1
PO-00229,Gamma_Co,2023-08-26,,Raw Materials,Delivered,1404,34.85,30.5,78.0,Yes,2023,8,2023-08,,48929.4,42822.0,6107.4000000000015,0.12482065997130562,0.05555555555555555,1,0,0,0,1,1
PO-00230,Gamma_Co,2022-08-14,2022-08-28,Electronics,Delivered,1713,35.43,34.11,74.0,Yes,2022,8,2022-08,14.0,60691.59,58430.43,2261.159999999996,0.03725656223539368,0.04319906596614127,1,0,0,0,1,1
PO-00231,Gamma_Co,2022-01-08,2022-01-13,Electronics,Delivered,1579,43.96,43.41,74.0,Yes,2022,1,2022-01,5.0,69412.84,68544.39,868.4499999999971,0.012511373976342088,0.046865104496516784,1,0,0,0,1,1
PO-00232,Gamma_Co,2022-03-14,2022-03-26,Electronics,Delivered,1421,11.92,11.72,76.0,Yes,2022,3,2022-03,12.0,16938.32,16654.120000000003,284.1999999999971,0.016778523489932716,0.05348346235045742,1,0,0,0,1,1
PO-00233,Epsilon_Group,2023-12-26,2024-01-04,MRO,Delivered,1546,43.47,37.37,53.0,Yes,2023,12,2023-12,9.0,67204.62,57774.02,9430.599999999999,0.1403266620657925,0.03428201811125485,1,0,0,0,1,1
